t,x_1,y_1,z_1,v_x_1,v_y_1,v_z_1,x_2,y_2,z_2,v_x_2,v_y_2,v_z_2
0.00000000,6856417.00000000,0.00000000,0.00000000,-0.00000000,-1061.14707227,7550.45374900,-6856417.00000000,-0.00000000,0.00000000,-0.00000000,1061.14707227,-7550.45374900
60.00000000,6841160.50722824,-63621.59329539,452691.15862385,-508.36107594,-1058.78587069,7533.65292679,-6841160.50722824,63621.59329539,-452691.15862385,508.36107594,1058.78587069,-7533.65292679
120.00000000,6795458.92460008,-126960.05259288,903367.71417167,-1014.45980201,-1051.71277397,7483.32522853,-6795458.92460008,126960.05259288,-903367.71417167,1014.45980201,1051.71277397,-7483.32522853
180.00000000,6719515.63702196,-189733.50392055,1350024.02911817,-1516.04389641,-1039.95925937,7399.69462666,-6719515.63702196,189733.50392055,-1350024.02911817,1516.04389641,1039.95925937,-7399.69462666
240.00000000,6613668.61349955,-251662.58775100,1790672.35714031,-2010.88116875,-1023.57763336,7283.13330089,-6613668.61349955,251662.58775100,-1790672.35714031,2010.88116875,1023.57763336,-7283.13330089
300.00000000,6478388.90308056,-312471.70222983,2223351.68914798,-2496.76945388,-1002.64079876,7134.15998192,-6478388.90308056,312471.70222983,-2223351.68914798,2496.76945388,1002.64079876,-7134.15998192
360.00000000,6314278.53855391,-371890.22968151,2646136.48032636,-2971.54641217,-977.24193039,6953.43764297,-6314278.53855391,371890.22968151,-2646136.48032636,2971.54641217,977.24193039,-6953.43764297
420.00000000,6122067.85723428,-429653.74093421,3057145.21935237,-3433.09915251,-947.49406037,6741.77054930,-6122067.85723429,429653.74093421,-3057145.21935237,3433.09915251,947.49406037,-6741.77054930
480.00000000,5902612.25075561,-485505.17210399,3454548.80164965,-3879.37363531,-913.52957508,6500.10067906,-5902612.25075561,485505.17210399,-3454548.80164965,3879.37363531,913.52957508,-6500.10067906
540.00000000,5656888.35833746,-539195.96860150,3836578.66941876,-4308.38381349,-875.49962606,6229.50353120,-5656888.35833746,539195.96860150,-3836578.66941876,4308.38381349,875.49962606,-6229.50353120
600.00000000,5385989.72046563,-590487.19126985,4201534.68221718,-4718.22047100,-833.57345726,5931.18333920,-5385989.72046563,590487.19126985,-4201534.68221718,4718.22047100,833.57345726,-5931.18333920
660.00000000,5091121.91232920,-639150.57973108,4547792.68306283,-5107.05971937,-787.93765196,5606.46771186,-5091121.91232920,639150.57973108,-4547792.68306284,5107.05971937,787.93765196,-5606.46771186
720.00000000,4773597.17867159,-684969.56820913,4873811.72638983,-5473.17111450,-738.79530232,5256.80172515,-4773597.17867159,684969.56820913,-4873811.72638983,5473.17111450,738.79530232,-5256.80172515
780.00000000,4434828.59393207,-727740.24930849,5178140.93568994,-5814.92535761,-686.36510563,4883.74149111,-4434828.59393207,727740.24930849,-5178140.93568994,5814.92535761,686.36510563,-4883.74149111
840.00000000,4076323.77366682,-767272.28145948,5459425.96032144,-6130.80154614,-630.88039103,4488.94723279,-4076323.77366683,767272.28145948,-5459425.96032143,6130.80154614,630.88039103,-4488.94723279
900.00000000,3699678.16523531,-803389.73599185,5716415.00275068,-6419.39394214,-572.58808112,4074.17589578,-3699678.16523531,803389.73599185,-5716415.00275068,6419.39394214,572.58808112,-4074.17589578
960.00000000,3306567.94761046,-835931.88006687,5947964.38940349,-6679.41822822,-511.74759307,3641.27332926,-3306567.94761046,835931.88006687,-5947964.38940349,6679.41822822,511.74759307,-3641.27332926
1020.00000000,2898742.57191047,-864753.89198366,6153043.66033445,-6909.71722310,-448.62968420,3192.16607150,-2898742.57191047,864753.89198366,-6153043.66033445,6909.71722310,448.62968420,-3192.16607150
1080.00000000,2478016.97584887,-889727.50567660,6330740.15506373,-7109.26603145,-383.51524695,2728.85277622,-2478016.97584887,889727.50567660,-6330740.15506373,7109.26603145,383.51524695,-2728.85277622
1140.00000000,2046263.50675086,-910741.58153537,6480263.07417308,-7277.17660489,-316.69405890,2253.39531799,-2046263.50675086,910741.58153537,-6480263.07417308,7277.17660489,316.69405890,-2253.39531799
1200.00000000,1605403.58908070,-927702.60100750,6600946.99858586,-7412.70169411,-248.46349316,1767.90961633,-1605403.58908070,927702.60100750,-6600946.99858586,7412.70169411,248.46349316,-1767.90961633
