t,x_1,y_1,z_1,v_x_1,v_y_1,v_z_1,x_2,y_2,z_2,v_x_2,v_y_2,v_z_2
121860.00000000,-6244947.17162102,393913.69469305,-2802841.57645146,3147.52239437,966.51172291,-6877.08824949,6244947.17162105,-393913.69469304,2802841.57645139,-3147.52239437,-966.51172291,6877.08824949
121920.00000000,-6042340.03600715,450984.86578261,-3208924.05924308,3603.54306970,935.15482487,-6653.97232660,6042340.03600719,-450984.86578260,3208924.05924302,-3603.54306970,-935.15482487,6653.97232660
121980.00000000,-5812842.78647989,506049.02727955,-3600725.92674688,4043.52696408,899.63622464,-6401.24435394,5812842.78647993,-506049.02727954,3600725.92674681,-4043.52696408,-899.63622464,6401.24435394
122040.00000000,-5557476.75039692,558861.12816613,-3976503.55037080,4465.51602532,860.11398999,-6120.02904214,5557476.75039697,-558861.12816613,3976503.55037074,-4465.51602532,-860.11398999,6120.02904214
122100.00000000,-5277378.37849715,609186.13972831,-4334584.61391893,4867.63228333,816.76400598,-5811.57787848,5277378.37849720,-609186.13972830,4334584.61391888,-4867.63228333,-816.76400598,5811.57787848
122160.00000000,-4973794.18737564,656800.10149949,-4673375.55586832,5248.08620757,769.77919225,-5477.26355746,4973794.18737569,-656800.10149948,4673375.55586827,-5248.08620757,-769.77919225,5477.26355746
122220.00000000,-4648075.21213367,701491.11794774,-4991368.66116679,5605.18467100,719.36864444,-5118.57387191,4648075.21213372,-701491.11794773,4991368.66116674,-5605.18467100,-719.36864444,5118.57387191
122280.00000000,-4301670.99389175,743060.30147061,-5287148.77098969,5937.33848494,665.75670369,-4737.10509189,4301670.99389180,-743060.30147061,5287148.77098964,-5937.33848494,-665.75670369,4737.10509189
122340.00000000,-3936123.12892448,781322.65750083,-5559399.58059417,6243.06947142,609.18195821,-4334.55486084,3936123.12892454,-781322.65750082,5559399.58059412,-6243.06947142,-609.18195821,4334.55486084
122400.00000000,-3553058.40812285,816107.90778423,-5806909.49724624,6521.01704150,549.89618154,-3912.71464061,3553058.40812292,-816107.90778422,5806909.49724620,-6521.01704150,-549.89618154,3912.71464061
122460.00000000,-3154181.57731633,847261.24816599,-6028577.03214975,6769.94425025,488.16321209,-3473.46173891,3154181.57731639,-847261.24816599,6028577.03214972,-6769.94425025,-488.16321209,3473.46173891
122520.00000000,-2741267.75067505,874644.03751259,-6223415.70238094,6988.74330154,424.25777894,-3018.75095478,2741267.75067512,-874644.03751258,6223415.70238091,-6988.74330154,-424.25777894,3018.75095478
122580.00000000,-2316154.51095169,898134.41470391,-6390558.42101546,7176.44047800,358.46427926,-2550.60587921,2316154.51095176,-898134.41470391,6390558.42101544,-7176.44047800,-358.46427926,2550.60587921
122640.00000000,-1880733.73172038,917627.84094958,-6529261.35590944,7332.20047436,291.07551264,-2071.10988954,1880733.73172045,-917627.84094958,6529261.35590942,-7332.20047436,-291.07551264,2071.10988954
122700.00000000,-1436943.15800789,933037.56501593,-6638907.23996144,7455.33011479,222.39137805,-1582.39687792,1436943.15800796,-933037.56501593,6638907.23996143,-7455.33011479,-222.39137805,1582.39687792
122760.00000000,-986757.78278215,944295.00929345,-6719008.11812513,7545.28143775,152.71753924,-1086.64175478,986757.78278222,-944295.00929345,6719008.11812512,-7545.28143775,-152.71753924,1086.64175478
122820.00000000,-532181.05767793,951350.07498644,-6769207.51894645,7601.65413451,82.36406439,-586.05076997,532181.05767801,-951350.07498644,6769207.51894644,-7601.65413451,-82.36406439,586.05076997
122880.00000000,-75235.97707247,954171.36506676,-6789282.04096203,7624.19733072,11.64404627,-82.85169428,75235.97707255,-954171.36506676,6789282.04096203,-7624.19733072,-11.64404627,82.85169428
122940.00000000,382043.92480782,952746.32399944,-6779142.34689846,7612.81070280,-59.12779113,420.71609477,-382043.92480775,-952746.32399944,6779142.34689847,-7612.81070280,59.12779113,-420.71609477
123000.00000000,837623.62368764,947081.29361834,-6738833.56124839,7567.54492446,-129.63649322,922.41157878,-837623.62368756,-947081.29361834,6738833.56124840,-7567.54492446,129.63649322,-922.41157878
123060.00000000,1289475.66167413,937201.48490320,-6668535.06945373,7488.60144115,-199.56827643,1420.00207163,-1289475.66167406,-937201.48490320,6668535.06945375,-7488.60144115,199.56827643,-1420.00207163
123120.00000000,1735589.17001411,923150.86578370,-6568559.71959010,7376.33157359,-268.61192463,1911.27315557,-1735589.17001404,-923150.86578370,6568559.71959012,-7376.33157359,268.61192463,-1911.27315557
123180.00000000,2173978.81802654,904991.96546979,-6439352.43010476,7231.23495429,-336.46017416,2394.03853599,-2173978.81802647,-904991.96546980,6439352.43010478,-7231.23495429,336.46017416,-2394.03853599
123240.00000000,2602693.64838347,882805.59617910,-6281488.20980412,7053.95730406,-402.81108121,2866.14977107,-2602693.64838340,-882805.59617911,6281488.20980415,-7053.95730406,402.81108121,-2866.14977107
123300.00000000,3019825.75941814,856690.49349982,-6095669.59890303,6845.28755832,-467.36936557,3325.50583293,-3019825.75941808,-856690.49349983,6095669.59890306,-6845.28755832,467.36936557,-3325.50583293
123360.00000000,3423518.79582502,826762.87698958,-5882723.54252294,6606.15435618,-529.84772470,3770.06245780,-3423518.79582496,-826762.87698959,5882723.54252298,-6606.15435618,529.84772470,-3770.06245780
123420.00000000,3811976.20996392,793155.93296563,-5643597.71055304,6337.62190771,-589.96811232,4197.84124356,-3811976.20996385,-793155.93296564,5643597.71055309,-6337.62190771,589.96811232,-4197.84124356
123480.00000000,4183469.25700161,756019.22178832,-5379356.28025306,6040.88525789,-647.46297578,4606.93845421,-4183469.25700155,-756019.22178832,5379356.28025310,-6040.88525789,647.46297578,-4606.93845420
123540.00000000,4536344.68831353,715518.01227536,-5091175.20036466,5717.26496832,-702.07644675,4995.53349200,-4536344.68831347,-715518.01227537,5091175.20036471,-5717.26496832,702.07644675,-4995.53349200
123600.00000000,4869032.10890586,671832.54620906,-4780336.95780820,5368.20124039,-753.56547992,5361.89699966,-4869032.10890581,-671832.54620906,4780336.95780826,-5368.20124039,753.56547992,-5361.89699966
123660.00000000,5180050.96611443,625157.23620966,-4448224.87025562,4995.24750594,-801.70093460,5704.39855644,-5180050.96611439,-625157.23620967,4448224.87025568,-4995.24750594,801.70093460,-5704.39855644
123720.00000000,5468017.13848126,575699.80054452,-4096316.92997713,4600.06351406,-846.26859446,6021.51393401,-5468017.13848121,-575699.80054453,4096316.92997718,-4600.06351406,846.26859446,-6021.51393401
123780.00000000,5731649.09548496,523680.33872322,-3726179.22635911,4184.40794476,-887.07012087,6311.83187968,-5731649.09548492,-523680.33872323,3726179.22635917,-4184.40794476,887.07012087,-6311.83187968
123840.00000000,5969773.60071158,469330.35199293,-3339458.97636643,3750.13058230,-923.92393556,6574.06039688,-5969773.60071154,-469330.35199294,3339458.97636649,-3750.13058230,923.92393556,-6574.06039688
123900.00000000,6181330.93308732,412891.71309264,-2937877.19396272,3299.16408319,-956.66602868,6807.03249490,-6181330.93308729,-412891.71309265,2937877.19396278,-3299.16408319,956.66602868,-6807.03249490
123960.00000000,6365379.60293546,354615.58985141,-2523221.03111411,2833.51537529,-985.15068869,7009.71138232,-6365379.60293543,-354615.58985142,2523221.03111418,-2833.51537529,985.15068869,-7009.71138232
124020.00000000,6521100.54187066,294761.32742074,-2097335.82445929,2355.25672641,-1009.25115085,7181.19508104,-6521100.54187064,-294761.32742075,2097335.82445936,-2355.25672641,1009.25115085,-7181.19508104
124080.00000000,6647800.74788341,233595.29411581,-1662116.88304306,1866.51652216,-1028.86016131,7320.72044035,-6647800.74788339,-233595.29411582,1662116.88304313,-1866.51652216,1028.86016131,-7320.72044035
124140.00000000,6744916.36939427,171389.69600142,-1219501.05365711,1369.46979401,-1043.89045446,7427.66653312,-6744916.36939425,-171389.69600143,1219501.05365718,-1369.46979401,1043.89045446,-7427.66653312
124200.00000000,6812015.21455222,108421.36549829,-771458.10132606,866.32853981,-1054.27514125,7501.55741913,-6812015.21455221,-108421.36549830,771458.10132613,-866.32853981,1054.27514125,-7501.55741913
124260.00000000,6848798.67460977,44970.52940105,-319981.94329980,359.33187976,-1059.96800692,7542.06426314,-6848798.67460976,-44970.52940106,319981.94329987,-359.33187976,1059.96800692,-7542.06426314
124320.00000000,6855103.05281613,-18680.43820997,132918.22444011,-149.26390830,-1060.94371661,7549.00679829,-6855103.05281613,18680.43820996,-132918.22444004,149.26390830,1060.94371661,-7549.00679829
124380.00000000,6830900.29291378,-82248.27261295,585226.86866861,-657.19542995,-1057.19792813,7522.35412836,-6830900.29291378,82248.27261294,-585226.86866854,657.19542995,1057.19792813,-7522.35412836
124440.00000000,6776298.10399669,-145450.07905217,1034931.08860621,-1162.20224696,-1048.74731129,7462.22486521,-6776298.10399670,145450.07905216,-1034931.08860614,1162.20224696,1048.74731129,-7462.22486521
124500.00000000,6691539.48117460,-208004.59169937,1480029.57389458,-1662.03693684,-1035.62947373,7368.88660101,-6691539.48117462,208004.59169936,-1480029.57389450,1662.03693684,1035.62947373,-7368.88660101
124560.00000000,6577001.62417623,-269633.42536594,1918541.51099153,-2154.47509453,-1017.90279351,7242.75471729,-6577001.62417625,269633.42536593,-1918541.51099146,2154.47509453,1017.90279351,-7242.75471729
124620.00000000,6433194.25870452,-330062.31439520,2348515.39834770,-2637.32523162,-995.64615935,7084.39053644,-6433194.25870455,330062.31439519,-2348515.39834763,2637.32523162,995.64615935,-7084.39053644
124680.00000000,6260757.36801374,-389022.33322189,2768037.73113831,-3108.43852910,-968.95861953,6894.49882364,-6260757.36801377,389022.33322188,-2768037.73113824,3108.43852910,968.95861953,-6894.49882364
124740.00000000,6060458.34480356,-446251.09316664,3175241.51689875,-3565.71840019,-937.95894112,6673.92465047,-6060458.34480359,446251.09316663,-3175241.51689868,3565.71840019,937.95894112,-6673.92465047
124800.00000000,5833188.57610603,-501493.91013934,3568314.58416550,-4007.12982074,-902.78508141,6423.64963407,-5833188.57610607,501493.91013933,-3568314.58416544,4007.12982074,902.78508141,-6423.64963407
124860.00000000,5579959.47636219,-554504.93805510,3945507.64714978,-4430.70838569,-863.59357398,6144.78756872,-5579959.47636223,554504.93805509,-3945507.64714972,4430.70838569,863.59357398,-6144.78756872
124920.00000000,5301897.98634271,-605048.26291859,4305142.09055210,-4834.56905121,-820.55883206,5838.57946910,-5301897.98634276,605048.26291858,-4305142.09055204,4834.56905121,820.55883206,-5838.57946910
124980.00000000,5000241.55794500,-652898.95270759,4645617.43987192,-5216.91452364,-773.87237238,5506.38804745,-5000241.55794505,652898.95270758,-4645617.43987186,5216.91452364,773.87237238,-5506.38804745
125040.00000000,4676332.64718358,-697844.05838385,4965418.48397015,-5576.04325803,-723.74196282,5149.69164908,-4676332.64718363,697844.05838384,-4965418.48397010,5576.04325803,723.74196282,-5149.69164908
125100.00000000,4331612.73988254,-739683.56157634,5263122.01818560,-5910.35703042,-670.39069781,4770.07767338,-4331612.73988259,739683.56157633,-5263122.01818555,5910.35703042,670.39069781,-4770.07767338
125160.00000000,3967615.93665871,-778231.26471916,5537403.17799548,-6218.36805042,-614.05600550,4369.23550938,-3967615.93665877,778231.26471915,-5537403.17799543,6218.36805042,614.05600550,-4369.23550938
125220.00000000,3585962.12574158,-813315.61968320,5787041.33503600,-6498.70558229,-554.98859112,3948.94901755,-3585962.12574165,813315.61968320,-5787041.33503596,6498.70558229,554.98859112,-3948.94901755
125280.00000000,3188349.77401499,-844780.49121358,6010925.52924194,-6750.12204511,-493.45132130,3511.08859107,-3188349.77401505,844780.49121357,-6010925.52924191,6750.12204511,493.45132130,-3511.08859107
125340.00000000,2776548.36836075,-872485.85177550,6208059.41293202,-6971.49856486,-429.71805421,3057.60283209,-2776548.36836082,872485.85177550,-6208059.41293199,6971.49856486,429.71805421,-3057.60283209
125400.00000000,2352390.54094502,-896308.40471617,6377565.68483591,-7161.84995371,-364.07242082,2590.50987987,-2352390.54094509,896308.40471616,-6377565.68483589,7161.84995371,364.07242082,-2590.50987987
125460.00000000,1917763.91348879,-916142.13296958,6518689.99433223,-7320.32909440,-296.80656268,2111.88842953,-1917763.91348886,916142.13296958,-6518689.99433221,7320.32909440,296.80656268,-2111.88842953
125520.00000000,1474602.69681935,-931898.77086237,6630804.29852121,-7446.23071015,-228.21983180,1623.86848123,-1474602.69681942,931898.77086237,-6630804.29852119,7446.23071015,228.21983180,-1623.86848123
125580.00000000,1024879.08308880,-943508.19692086,6713409.65719203,-7538.99450333,-158.61745843,1128.62186112,-1024879.08308888,943508.19692086,-6713409.65719202,7538.99450333,158.61745843,-1128.62186112
125640.00000000,570594.46896333,-950918.74593134,6766138.45324745,-7598.20764895,-88.30919272,628.35255606,-570594.46896340,950918.74593134,-6766138.45324745,7598.20764895,88.30919272,-628.35255606
125700.00000000,113770.54884407,-954097.43886486,6788756.02870336,-7623.60663185,-17.60792624,125.28690525,-113770.54884414,954097.43886486,-6788756.02870336,7623.60663185,17.60792624,-125.28690525
125760.00000000,-343559.68224085,-953030.12964314,6781161.72898272,-7615.07841939,53.17170046,-378.33630755,343559.68224077,953030.12964314,-6781161.72898273,7615.07841939,-53.17170046,378.33630755
125820.00000000,-799360.97603696,-947721.56809265,6743389.35085690,-7572.66096453,123.71469813,-880.27581729,799360.97603688,947721.56809265,-6743389.35085691,7572.66096453,-123.71469813,880.27581729
125880.00000000,-1251604.88849168,-938195.37880648,6675606.99204042,-7496.54303689,193.70713057,-1378.29785186,1251604.88849161,938195.37880648,-6675606.99204043,7496.54303689,-193.70713057,1378.29785186
125940.00000000,-1698278.80690014,-924493.95600833,6578116.30310889,-7387.06338266,262.83751175,-1870.18607305,1698278.80690007,924493.95600833,-6578116.30310890,7387.06338266,-262.83751175,1870.18607305
