t,x_1,y_1,z_1,v_x_1,v_y_1,v_z_1,x_2,y_2,z_2,v_x_2,v_y_2,v_z_2
174420.00000000,4699870.47939704,694774.52832356,-4943577.64271727,5551.51652861,-727.38484244,5175.61208442,4680423.32508964,815556.04729034,-4943577.64271727,5568.40466266,-584.20372250,5175.61208442
174480.00000000,5022256.50307454,649617.84214905,-4622271.12514791,5190.69718441,-777.27955934,5530.63144235,5003865.15778393,778715.09952546,-4622271.12514791,5208.98962665,-643.37224300,5530.63144235
174540.00000000,5322292.07168576,601570.17372735,-4280394.20002896,4806.77777671,-823.71516342,5861.03793365,5305038.38207513,738408.65038073,-4280394.20002896,4826.39312063,-699.67757593,5861.03793365
174600.00000000,5598641.94249858,550845.34870703,-3919468.31590620,4401.46685492,-866.48500317,6165.36115643,5582602.69234315,694816.07490000,-3919468.31590620,4422.31780671,-752.86914670,6165.36115643
174660.00000000,5850076.28080286,497669.10683713,-3541099.69455488,3976.56816673,-905.39874076,6442.24678667,5835322.84928043,648131.37231430,-3541099.69455488,3998.56193380,-802.71023786,6442.24678667
174720.00000000,6075476.13302150,442278.09736155,-3146972.18284009,3533.97263091,-940.28319911,6690.46260540,6062074.17705503,598562.30269055,-3146972.18284009,3557.01133480,-848.97904252,6690.46260540
174780.00000000,6273838.40636813,384918.82586355,-2738839.75912521,3075.64992216,-970.98313256,6908.90398236,6261847.56843395,546329.46234094,-2738839.75912521,3099.63103415,-891.46965148,6908.90398236
174840.00000000,6444280.33289273,325846.55724638,-2318518.72757406,2603.63970555,-997.36191776,7096.59879192,6433753.97559475,491665.30210717,-2318518.72757406,2628.45650294,-929.99296956,7096.59879192
174900.00000000,6586043.39804769,265324.17973257,-1887879.63508553,2120.04255939,-1019.30216171,7252.71173937,6577028.36663876,434813.09288869,-1887879.63508553,2145.58460046,-964.37755716,7252.71173937
174960.00000000,6698496.71629057,203621.03493745,-1448838.94683447,1627.01062711,-1036.70622412,7376.54807813,6691033.13019795,376025.84301887,-1448838.94683447,1653.16424258,-994.47039319,7376.54807813
175020.00000000,6781139.83870264,141011.71922315,-1003350.51746173,1126.73803958,-1049.49665204,7467.55670165,6775260.91298522,315565.17230668,-1003350.51746173,1153.38683850,-1020.13755605,7467.55670165
175080.00000000,6833604.98012745,77774.86166734,-553396.89587041,621.45115063,-1057.61652445,7525.33259593,6829336.87765944,253700.14775475,-553396.89587041,648.47653834,-1041.26481964,7525.33259593
175140.00000000,6855658.65591812,14191.88408562,-100980.50232641,113.39862914,-1061.02970563,7549.61864199,6853020.37095686,190706.08613567,-100980.50232641,140.68033506,-1057.75816170,7549.61864199
175200.00000000,6847202.72100989,-49454.25137488,351885.28287600,-395.15854817,-1059.72100597,7540.30676008,6846205.99466606,126863.32875477,351885.28287600,-367.74193531,-1069.54418221,7540.30676008
175260.00000000,6808274.80669321,-112880.30149677,803185.07952374,-901.95715871,-1053.69624956,7497.43839070,6808924.07467959,62455.99385234,803185.07952374,-874.52765056,-1076.57043006,7497.43839070
175320.00000000,6739048.15314392,-175804.00250429,1250910.47649300,-1404.74180603,-1042.98224825,7421.20431015,6741340.52603523,-2229.28780239,1250910.47649300,-1377.42147161,-1078.80563648,7421.20431015
175380.00000000,6639830.83845578,-237945.32621663,1693068.96974466,-1901.27495691,-1027.62668236,7311.94378156,6643756.11454740,-66904.64849888,1693068.96974466,-1874.18537941,-1076.23985415,7311.94378156
175440.00000000,6511064.40760602,-299027.72625224,2127692.82952862,-2389.34689907,-1007.69788848,7170.14304503,6516605.11831449,-131282.26467776,2127692.82952862,-2362.60863473,-1068.88450155,7170.14304503
175500.00000000,6353321.90745617,-358779.36873792,2552847.85733394,-2866.78557500,-983.28455537,6996.43315376,6360453.39505928,-195075.63782646,2552847.85733394,-2840.51761662,-1056.77231205,6996.43315376
175560.00000000,6167305.33653219,-416934.34204613,2966641.99361722,-3331.46624819,-954.49532921,6791.58716564,6175995.86390278,-258000.86947836,2966641.99361722,-3305.78549559,-1039.95718831,6791.58716564
175620.00000000,5953842.52093309,-473233.84017666,3367233.73800064,-3781.32095887,-921.45833018,6556.51670299,5964053.41277822,-319777.92464093,3367233.73800064,-3756.34169861,-1018.51396236,6556.51670299
175680.00000000,5713883.43027229,-527427.31451605,3752840.34446592,-4214.34772694,-884.32058221,6292.26789553,5725569.24524917,-380131.87803013,3752840.34446592,-4190.18112377,-992.53806259,6292.26789553
175740.00000000,5448495.95004527,-579273.58884948,4121745.75507645,-4628.61946140,-843.24735874,6000.01672484,5461604.68298801,-438794.13756536,4121745.75507645,-4605.37306351,-962.14508908,6000.01672484
175800.00000000,5158861.12923811,-628541.93266291,4472308.23691854,-5022.29253643,-798.42144717,5681.06379088,5173334.44259537,-495503.63967992,4472308.23691854,-5000.06979682,-927.47029910,5681.06379088
175860.00000000,4846267.92432778,-675013.08795866,4802967.68827411,-5393.61499604,-750.04233542,5336.82852398,4862041.40778127,-550008.01112720,4802967.68827411,-5372.51481216,-888.66800523,5336.82852398
175920.00000000,4512107.46306256,-718480.24501530,5112252.58151306,-5740.93435076,-698.32532417,4968.84286799,4529110.92017111,-602064.69211279,5112252.58151306,-5721.05062437,-845.91088860,4968.84286799
175980.00000000,4157866.85355223,-758749.96274910,5398786.51180512,-6062.70493170,-643.50056867,4578.74446263,4176024.61414571,-651442.01575374,5398786.51180512,-6044.12615098,-799.38923042,4578.74446263
176040.00000000,3785122.56621785,-795643.02958137,5661294.32250929,-6357.49476921,-585.81205450,4168.26935563,3804353.82315070,-697920.23906152,5661294.32250929,-6340.30361497,-749.31006516,4168.26935563
176100.00000000,3395533.41805551,-828995.26098028,5898607.77997906,-6623.99196553,-525.51651181,3739.24427674,3415752.58682131,-741292.52086006,5898607.77997906,-6608.26494324,-695.89625919,3739.24427674
176160.00000000,2990833.19043337,-858658.23012836,6109670.77253136,-6861.01053314,-462.88227272,3293.57850833,3011950.29003997,-781365.84228722,6109670.77253136,-6846.81763247,-639.38551900,3293.57850833
176220.00000000,2572822.91327604,-884499.92846362,6293544.01044107,-7067.49567269,-398.18807723,2833.25538850,2594743.96668630,-817961.86578314,6293544.01044107,-7054.90005605,-580.02933328,2833.25538850
176280.00000000,2143362.84997547,-906405.35315473,6449409.20604411,-7242.52846719,-331.72183271,2360.32348471,2165990.30233154,-850917.72874248,6449409.20604411,-7231.58618862,-518.09185376,2360.32348471
176340.00000000,1704364.21869478,-924277.01889601,6576572.71534822,-7385.32997143,-263.77933267,1876.88747705,1727597.37146467,-880086.76829887,6576572.71534822,-7376.08972715,-453.84871967,1876.88747705
176400.00000000,1257780.68690889,-938035.39174456,6674468.62494406,-7495.26467854,-194.66294035,1385.09879182,1281516.14602327,-905339.17401603,6674468.62494406,-7487.76759023,-387.58583102,1385.09879182
176460.00000000,805599.67703544,-947619.24306858,6742661.27047885,-7571.84334811,-124.68024315,887.14602710,829731.81302038,-926562.56558065,6742661.27047885,-7566.12277993,-319.59807634,887.14602710
176520.00000000,349833.52184515,-952985.92203210,6780847.17548560,-7614.72518352,-54.14268378,385.24521285,374254.93990298,-943662.49292645,6780847.17548560,-7610.80659361,-250.18802025,385.24521285
176580.00000000,-107489.49098609,-954111.54540315,6788856.40193877,-7623.71934853,16.63582578,-118.37005103,-82887.47303970,-956562.85656361,6788856.40193877,-7621.62017571,-179.66455706,-118.37005103
176640.00000000,-564334.14532711,-950991.10384089,6766653.30652623,-7598.78581656,87.34030122,-621.45853487,-539661.01339679,-965206.24624281,6766653.30652623,-7598.51540275,-108.34153601,-621.45853487
176700.00000000,-1018667.35387662,-943638.48418861,6714336.69927218,-7540.03554887,157.65608775,-1121.78135330,-994032.91034429,-969554.19644713,6714336.69927218,-7541.59509747,-36.53636464,-1121.78135330
176760.00000000,-1468467.20597463,-932086.40767331,6632139.40380453,-7447.73000066,227.27026030,-1617.11192896,-1443981.08104792,-969587.35757432,6632139.40380453,-7451.11257126,35.43140385,-1617.11192896
176820.00000000,-1911731.96567277,-916386.28428707,6520427.22122442,-7322.27995763,295.87301623,-2105.24590137,-1887503.12949978,-965305.58204802,6520427.22122442,-7327.47049683,107.24149261,-2105.24590137
176880.00000000,-2346488.98002331,-896607.98399814,6379697.30218832,-7164.24370776,363.15905396,-2584.01093694,-2322625.25774477,-956727.92497454,6379697.30218832,-7171.21911620,178.57432654,-2584.01093694
176940.00000000,-2770803.45794057,-872839.52580983,6210575.93444744,-6974.32455685,428.82893167,-3051.27639651,-2747411.04983760,-943892.55934223,6210575.93444744,-6983.05379200,249.11245446,-3051.27639651
177000.00000000,-3182787.08056475,-845186.68605125,6013815.75569129,-6753.36769858,492.59039994,-3504.96281727,-3159970.08943772,-926856.60614094,6013815.75569129,-6763.81191288,318.54196184,-3504.96281727
177060.00000000,-3580606.40481305,-813772.52764284,5790292.40409796,-6502.35645317,554.15970228,-3943.05116695,-3558466.37269485,-905695.88015760,5790292.40409796,-6514.46916693,386.55386782,-3943.05116695
177120.00000000,-3962491.02271718,-778736.85243178,5541000.62149784,-6222.40789130,613.26283796,-4363.59182907,-3941126.47898253,-880504.55257898,5541000.62149784,-6236.13519954,452.84550029,-4363.59182907
177180.00000000,-4326741.44023772,-740235.57903428,5267049.82649209,-5914.76786288,669.63678139,-4764.71327931,-4306247.46311979,-851394.73190347,5267049.82649209,-5930.04867522,517.12184282,-4764.71327931
177240.00000000,-4671736.64049004,-698440.04895406,4969659.17722824,-5580.80545262,723.03065267,-5144.63041433,-4652204.43395549,-818495.96502671,4969659.17722824,-5597.57176514,579.09684760,-5144.63041433
177300.00000000,-4995941.29772619,-653536.26406426,4650152.14580296,-5222.00688726,773.20683402,-5501.65249593,-4977457.78559187,-781954.66072140,4650152.14580296,-5240.18408514,638.49470840,-5501.65249593
177360.00000000,-5297912.60996700,-605724.05884682,4309950.62843832,-4839.96892140,819.94202733,-5834.19067536,-5280560.04906452,-741933.43807705,4309950.62843832,-4859.47611099,695.05108803,-5834.19067536
177420.00000000,-5576306.71987621,-555216.21107277,3950568.61764410,-4436.39173152,863.02824782,-6140.76506413,-5560162.33398586,-698610.40279933,3950568.61764410,-4457.14210035,748.51429468,-6140.76506413
177480.00000000,-5829884.69530431,-502237.49488133,3573605.46452471,-4013.07134971,902.27374970,-6420.01131989,-5815020.33148751,-652178.35458948,3573605.46452471,-4034.97255279,798.64640203,-6420.01131989
177540.00000000,-6057518.04288561,-447023.68047155,3180738.76121600,-3571.89167082,937.50387942,-6670.68671823,-6043999.85174525,-602843.92913135,3180738.76121600,-3594.84624164,845.22430810,-6670.68671823
177600.00000000,-6258193.73015072,-389820.48485875,2773716.87512907,-3114.81606861,968.56185300,-6891.67568306,-6246081.87144236,-550826.67850454,2773716.87512907,-3138.72185286,888.04072809,-6891.67568306
177660.00000000,-6431018.69380651,-330882.47836457,2354351.16822269,-2643.87865816,995.30945370,-7081.99475128,-6420367.06871057,-496358.09411579,2354351.16822269,-2668.62926837,926.90511688,-7081.99475128
177720.00000000,-6575223.81411938,-270471.95170729,1924507.93593219,-2161.17524350,1017.62764719,-7240.79694946,-6566079.82536568,-439680.57649700,1924507.93593219,-2186.66053249,961.64451700,-7240.79694946
177780.00000000,-6690167.33771408,-208857.74873447,1486100.10163055,-1668.85399070,1035.41711121,-7367.37556314,-6682571.67862635,-381046.35655476,1486100.10163055,-1694.96054176,992.10432835,-7367.37556314
177840.00000000,-6775337.73355711,-146314.06999207,1041078.70358037,-1169.10586790,1048.59867764,-7461.16728185,-6769324.20695627,-320716.37307177,1041078.70358037,-1195.71749953,1018.14899618,-7461.16728185
177900.00000000,-6830355.96941392,-83119.25245478,591424.21226395,-664.15489492,1057.11368481,-7521.75470603,-6825951.33718598,-258959.11145571,591424.21226395,-691.15317787,1039.66261440,-7521.75470603
177960.00000000,-6854977.19864877,-19554.53084827,139137.71673323,-156.24824571,1060.92423853,-7548.86820461,-6852201.06264693,-196049.40890378,139137.71673323,-183.51303003,1056.54944135,-7548.86820461
178020.00000000,-6849091.84986139,44097.21392454,-313767.98080020,352.35375217,1060.01338077,-7542.38711488,-6847956.56467226,-132267.23129972,-313767.98080020,324.94380245,1068.73432589,-7542.38711488
178080.00000000,-6812726.11451042,107552.71368327,-765277.32250218,859.38767668,1054.38516510,-7502.34027951,-6813236.73247265,-67896.42728674,-765277.32250218,831.95454355,1076.16304186,-7502.34027951
178140.00000000,-6746041.83035414,170529.57359296,-1213380.96471443,1362.59708413,1044.06463867,-7428.90591820,-6748196.07907407,-3223.46506136,-1213380.96471443,1335.26285276,1078.80252939,-7428.90591820
178200.00000000,-6649335.76122685,232747.52890076,-1656084.72010020,1859.74255102,1029.09773072,-7322.41083451,-6653124.05369131,61463.84249087,-1656084.72010020,1832.62886643,1076.64104201,-7322.41083451
178260.00000000,-6523038.27635632,293929.69219287,-2091418.43233887,2348.61164009,1009.55104820,-7183.32896156,-6528443.75359755,125877.61864359,-2091418.43233887,2321.83916582,1069.68819895,-7183.32896156
178320.00000000,-6367711.43509941,353803.78562160,-2517444.74387683,2827.02874629,985.51157936,-7012.27925281,-6374710.04122218,189731.20396228,-2517444.74387683,2800.71662738,1057.97494231,-7012.27925281
178380.00000000,-6184046.48562000,412103.35261824,-2932267.71771282,3292.86477885,957.08630659,-6810.02292762,-6192607.07485716,252740.43201920,-2932267.71771282,3267.13011162,1041.55339939,-6810.02292762
178440.00000000,-5972860.78864003,468568.94369990,-3334041.27485179,3744.04663628,924.40173037,-6577.46008358,-5982945.26395990,314624.89401411,-3334041.27485179,3719.00394726,1020.49665068,-6577.46008358
178500.00000000,-5735094.17995386,522949.27109280,-3720977.40987658,4178.56643234,887.60330625,-6315.62569078,-5746657.66260277,375109.18667238,-3720977.40987658,4154.32716853,994.89840462,-6315.62569078
178560.00000000,-5471804.78789503,575002.32703344,-4091354.14807423,4594.49043162,846.85479758,-6025.68498599,-5484795.81712038,433924.13786701,-4091354.14807423,4571.16246458,964.87258063,-6025.68498599
178620.00000000,-5184164.32436706,624496.46077137,-4443523.20870871,4989.96765526,802.33754670,-5708.92828694,-5198525.08643218,490808.00451035,-4443523.20870871,4967.65480100,930.55280207,-5708.92828694
178680.00000000,-4873452.87039532,671211.40948024,-4775917.34033455,5363.23811829,754.24966790,-5366.76525011,-4889119.45586686,545507.63738464,-4775917.34033455,5342.03967530,892.09180162,-5366.76525011
178740.00000000,-4541053.17940686,714939.27848931,-5087057.29550602,5712.64066209,702.80516578,-5000.71859732,-4557955.86756976,597779.60772711,-5087057.29550602,5692.65096941,849.66074154,-5000.71859732
178800.00000000,-4188444.52358815,755485.46647326,-5375558.41384513,6036.62034700,648.23298285,-4612.41733920,-4206508.09272244,647391.29055660,-5375558.41384513,6017.92836438,803.44845202,-4612.41733920
178860.00000000,-3817196.11070695,792669.53148296,-5640136.78417034,6333.73537221,590.77598068,-4203.58952566,-3836340.17284558,694121.89992022,-5640136.78417034,6316.42428424,753.66059073,-4203.58952566
178920.00000000,-3428960.10069699,826325.99396281,-5879614.95826202,6602.66349225,530.68985912,-3776.05455553,-3449099.45937491,737763.47145290,-5879614.95826202,6586.81033814,700.51872768,-3776.05455553
178980.00000000,-3025464.25308077,856305.07318139,-6092927.19083884,6842.20790128,468.24201830,-3331.71507978,-3046509.28248320,778121.78787739,-6092927.19083884,6827.88323203,644.25935911,-3331.71507978
179040.00000000,-2608504.23795289,882473.35379790,-6279124.18242445,7051.30255925,403.71036871,-2872.54853413,-2630361.28177538,815017.24332588,-6279124.18242445,7038.57012367,585.13285506,-2872.54853413
179100.00000000,-2179935.64474365,904714.37959795,-6437377.30399685,7229.01693608,337.38209434,-2400.59833896,-2202507.43298902,848285.64263655,-6437377.30399685,7217.93339710,523.40234510,-2400.59833896
179160.00000000,-1741665.72432332,922929.17175646,-6566982.28462109,7374.56015278,269.55237469,-1917.96480548,-1764851.80618056,877778.93206831,-6566982.28462109,7365.17483526,459.34254738,-1917.96480548
179220.00000000,-1295644.90119840,937036.66932140,-6667362.34565324,7487.28450107,200.52307110,-1426.79578877,-1319342.09207698,903365.85818166,-6667362.34565324,7479.63917230,393.23854603,-1426.79578877
179280.00000000,-843858.09357459,946974.08995771,-6738070.76756741,7566.68832586,130.60138341,-929.27712919,-867960.93430501,924932.55195336,-6738070.76756741,7560.81700972,325.38452247,-929.27712919
179340.00000000,-388315.87991145,952697.20934644,-6778792.87798359,7612.41825778,60.09848279,-427.62292481,-412717.10606815,942383.03552570,-6778792.87798359,7608.34708329,256.08244620,-427.62292481
179400.00000000,68954.44871738,954180.55799542,-6789347.45204829,7624.27078577,-10.67187299,75.93432194,44363.42945906,955639.64933494,-6789347.45204829,7622.01787079,185.64073096,75.93432194
179460.00000000,525917.91064083,951417.53458564,-6769687.51893610,7602.19316273,-81.39473593,579.15363959,501246.53523829,964643.39771826,-6769687.51893610,7601.76853337,114.37286221,579.15363959
179520.00000000,980540.88983044,944420.43534898,-6719900.57088308,7546.28364032,-151.75536938,1079.79556052,955898.95284855,969354.21146106,-6719900.57088308,7547.68918629,42.59600204,1079.79556052
179580.00000000,1430800.18606472,933220.39934656,-6640208.17382178,7456.79103163,-221.44064873,1575.63208728,1406297.35105907,969751.12611620,-6640208.17382178,7460.02049787,-29.37042234,1575.63208728
179640.00000000,1874692.01874016,917867.26989106,-6530964.98135028,7334.11360397,-290.14045486,2064.45660775,1850437.33022340,965832.37530176,-6530964.98135028,7339.15261844,-101.20614006,2064.45660775
179700.00000000,2310240.94425777,898429.37273005,-6392657.15642407,7178.79730642,-357.54905430,2544.09371523,2286342.34242082,957615.39856187,-6392657.15642407,7185.62344409,-172.59146198,2544.09371523
179760.00000000,2735508.64730372,874993.21197716,-6225900.20779401,6991.53334023,-423.36645981,3012.40888958,2712072.48765157,945136.76375589,-6225900.20779401,7000.11622285,-243.20870331,3012.40888958
179820.00000000,3148602.56689862,847663.08514435,-6031436.25081887,6773.15508274,-487.29976540,3467.31799646,3125733.14693835,928452.00432108,-6031436.25081887,6783.45651408,-312.74359746,3467.31799646
179880.00000000,3547684.31882546,816560.61898870,-5810130.70484354,6524.63437868,-549.06444988,3906.79656231,3525483.41391302,907635.37213325,-5810130.70484354,6536.60851447,-380.88669456,3906.79656231
179940.00000000,3930977.87695744,781824.22823914,-5562968.44183917,6247.07721512,-608.38564301,4328.88878379,3909544.28736863,882779.50706495,-5562968.44183917,6260.67076709,-447.33473867,4328.88878379
180000.00000000,4296777.47707455,743608.49961179,-5291049.40344531,5941.71879958,-664.99934878,4731.71623173,4276206.58831601,853995.02471195,-5291049.40344531,5956.87127259,-511.79201728,4731.71623173
180060.00000000,4643455.20799355,702083.50385576,-4995583.70592068,5609.91806295,-718.65362027,5113.48621059,4623838.56631040,821410.02412279,-4995583.70592068,5626.56202423,-573.97167736,5113.48621059
180120.00000000,4969468.25623143,657434.03889031,-4677886.25478490,5253.15161190,-769.10968088,5472.49973650,4950893.16120070,785169.51772188,-4677886.25478490,5271.21299115,-633.59700191,5472.49973650
180180.00000000,5273365.77196007,609858.80740212,-4339370.89311839,4873.00715756,-816.14298691,5807.15909822,5255914.88798303,745434.78596338,-4339370.89311839,4892.40557654,-690.40264147,5807.15909822
180240.00000000,5553795.32569550,559569.53256244,-3981544.10956349,4471.17644975,-859.54422694,6115.97496741,5537546.31411779,702382.65958788,-3981544.10956349,4491.82558005,-744.13579494,6115.97496741
180300.00000000,5809508.92699026,506790.01579939,-3605998.33402561,4049.44774823,-899.12025321,6397.57302650,5794534.10048706,656204.73267576,-3605998.33402561,4071.25569540,-794.55733467,6397.57302650
180360.00000000,6039368.57834245,451755.14081851,-3214404.85091144,3609.69786441,-934.69494129,6650.70008489,6025734.57910670,607106.50999956,-3214404.85091144,3632.56757695,-841.44287062,6650.70008489
180420.00000000,6242351.33960422,394709.82830429,-2808506.36144381,3153.88380907,-966.10997378,6874.22965591,6230118.84277012,555306.49247002,-2808506.36144381,3177.71351032,-884.58374894,6874.22965591
180480.00000000,6417553.88035389,335907.94595411,-2390109.22815017,2684.03408305,-993.22554495,7067.16697006,6406777.32397546,501035.20474542,-2390109.22815017,2708.71772413,-923.78798060,7067.16697006
180540.00000000,6564196.49997034,275611.17869558,-1961075.43604118,2202.23964988,-1015.92098289,7228.65340197,6554923.84275677,444534.16933204,-1961075.43604118,2227.66738164,-958.88109573,7228.65340197
180600.00000000,6681626.59752053,214087.86411484,-1523314.30625263,1710.64463039,-1034.09528649,7357.97029158,6673899.10540642,386054.83174093,-1523314.30625263,1736.70329227,-989.70692008,7357.97029158
180660.00000000,6769321.57601694,151611.79827891,-1078773.99903000,1211.43676080,-1047.66757501,7454.54214232,6763173.63851726,325857.44148471,-1078773.99903000,1238.01038442,-1016.12827006,7454.54214232
180720.00000000,6826891.16812150,88461.01726611,-629432.84386657,706.83765664,-1056.57744792,7517.93918228,6822350.14528861,264209.89389396,-629432.84386657,733.80798189,-1038.02756322,7517.93918228
180780.00000000,6854079.17294513,24916.55982709,-177290.53537964,199.09292595,-1060.78525379,7547.87927679,6851165.27360882,201386.53790752,-177290.53537964,226.33992729,-1055.30734155,7547.87927679
180840.00000000,6850764.59621366,-38738.78331649,275640.76589216,-309.53782431,-1060.27226670,7544.22918399,6849490.78804616,137666.95514260,275640.76589216,-282.13540369,-1067.89070518,7544.22918399
180900.00000000,6816962.18872653,-102221.72797038,727345.38817023,-816.79104411,-1055.04076959,7507.00514783,6817334.14053272,73334.71567784,727345.38817023,-789.35515271,-1075.72165458,7507.00514783
180960.00000000,6752822.38071148,-165249.75716221,1175813.11874333,-1320.40931387,-1045.11404409,7436.37282575,6754838.43720113,8676.11608658,1175813.11874333,-1293.06204912,-1078.76533983,7436.37282575
181020.00000000,6658630.61236779,-227542.37842139,1619048.14997884,-1818.15139052,-1030.53626692,7332.64655145,6662281.80152204,-56021.09466336,1619048.14997884,-1791.01445545,-1077.00821568,7332.64655145
181080.00000000,6534806.06357703,-288822.37204962,2055077.96122907,-2307.80218172,-1011.37231329,7196.28793607,6540076.13657646,-120468.99577362,2055077.96122907,-2280.99634333,-1070.45810182,7196.28793607
181140.00000000,6381899.78843446,-348817.02482668,2481962.09710388,-2787.18260363,-987.70746820,7027.90381381,6388765.29197082,-184380.77594399,2481962.09710388,-2760.82715544,-1059.14414811,7027.90381381
181200.00000000,6200592.26290341,-407259.34366082,2897800.80304226,-3254.15927844,-959.64704686,6828.24354141,6209022.64355352,-247472.00976327,2897800.80304226,-3228.37150962,-1043.11670481,6828.24354141
181260.00000000,5991690.35650570,-463889.24378330,3300743.47975539,-3706.65402850,-927.31592605,6598.19566329,6001648.09670275,-309461.92348249,3300743.47975539,-3681.54870188,-1022.44709857,6598.19566329
181320.00000000,5756123.74152479,-518454.70619885,3688996.91891493,-4142.65312481,-890.85798835,6338.78395727,5767564.52652207,-370074.64453718,3688996.91891493,-4118.34196616,-997.22731495,6338.78395727
181380.00000000,5494940.75570298,-570712.89924103,4060833.28343375,-4560.21624868,-850.43548185,6051.16287843,5507813.67078698,-429040.42925781,4060833.28343375,-4536.80744949,-967.56958908,6051.16287843
181440.00000000,5209303.73684314,-620431.25924152,4414597.79682783,-4957.48512666,-806.22829809,5736.61242155,5223551.49391837,-486096.86330510,4414597.79682783,-4935.08286269,-933.60590620,5736.61242155
181500.00000000,4900483.85007796,-667388.52550401,4748716.10743785,-5332.69180043,-758.43317147,5396.53242470,4916043.04261508,-540990.02948775,4748716.10743785,-5311.39576805,-895.48741426,5396.53242470
181560.00000000,4569855.43082800,-711375.72497641,5061701.29473630,-5684.16649469,-707.26280375,5032.43633958,4586656.81604073,-593475.63776532,5061701.29473630,-5664.07146724,-853.38375126,5032.43633958
181620.00000000,4218889.86862175,-752197.10223990,5352160.48654294,-6010.34504810,-652.94491748,4645.94449625,4236858.67561678,-643320.11240769,5352160.48654294,-5991.54045411,-807.48229037,4645.94449625
181680.00000000,3849149.05899840,-789670.99067553,5618801.05769783,-6309.77587431,-595.72124255,4238.77689221,3868205.32152685,-690301.63147285,5618801.05769783,-6292.34539951,-757.98730600,4238.77689221
181740.00000000,3462278.45263235,-823630.62093193,5860436.38260753,-6581.12642184,-535.84644041,3812.74553791,3482337.36496217,-734211.11397697,5860436.38260753,-6565.14763676,-705.11906476,3812.74553791
181800.00000000,3059999.73261557,-853924.86309572,6075991.11606235,-6823.18910440,-473.58697078,3369.74639277,3080972.02694085,-774853.15036359,6075991.11606235,-6808.73311912,-649.11284522,3369.74639277
181860.00000000,2644103.15248274,-880418.89926227,6264505.97882560,-7034.88667489,-409.21990582,2911.75092769,2665895.49619061,-812046.87213114,6264505.97882560,-7022.01782262,-590.21789081,2911.75092769
181920.00000000,2216439.56907859,-902994.82351332,6425142.02669636,-7215.27701956,-343.03169711,2440.79735141,2238954.98010560,-845626.75674878,6425142.02669636,-7204.05257031,-528.69630065,2440.79735141
181980.00000000,1778912.20572504,-921552.16663144,6557184.38404689,-7363.55735058,-275.31690078,1958.98153990,1802050.48415465,-875443.36427813,6557184.38404689,-7354.02725632,-464.82186314,1958.98153990
182040.00000000,1333468.18234115,-936008.34321635,6660045.42522062,-7479.06777875,-206.37686676,1468.44770914,1357126.35632156,-901364.00242310,6660045.42522062,-7471.27445108,-398.87883751,1468.44770914
182100.00000000,882089.85021090,-946299.01921325,6733267.38963187,-7561.29425016,-136.51839759,971.37887274,906162.63420876,-923273.31704804,6733267.38963187,-7555.27237157,-331.16068878,971.37887274
182160.00000000,426785.96996309,-952378.39821741,6776524.41892896,-7609.87083386,-66.05238312,469.98712694,451166.23331379,-941073.80553597,6776524.41892896,-7605.64720341,-261.96878176,469.98712694
182220.00000000,-30417.22797942,-954219.42528108,6789624.00715587,-7624.58135037,4.70758304,-33.49619386,-5837.98431017,-954686.25070276,6789624.00715587,-7622.17476441,-191.61103994,-33.49619386
182280.00000000,-487485.06069600,-951813.90731562,6772507.85745781,-7605.36033377,75.44659914,-536.83044717,-462816.22126092,-964050.07333592,6772507.85745781,-7604.78150227,-120.40057505,-536.83044717
182340.00000000,-942383.44767880,-945172.54955308,6725252.14151866,-7552.29332298,145.84985663,-1037.77565389,-917734.79575696,-969123.60178905,6725252.14151866,-7553.54482192,-48.65429371,-1037.77565389
182400.00000000,-1393087.96306411,-934324.90790485,6648067.16057558,-7465.61648114,215.60404121,-1534.10246684,-1368569.19209450,-969884.25743247,6648067.16057558,-7468.69274099,23.30851293,-1534.10246684
182460.00000000,-1837592.84489789,-919319.25742958,6541296.40951916,-7345.71554459,284.39872712,-2023.60209201,-1813313.07031268,-966328.65513448,6541296.40951916,-7350.60287513,95.16759012,-2023.60209201
182520.00000000,-2273919.92133984,-900222.37749556,6405415.04824465,-7193.12410625,351.92775864,-2504.09611828,-2249987.19497002,-958472.61832610,6405415.04824465,-7199.80075748,166.60314476,-2504.09611828
182580.00000000,-2700127.41408549,-877119.25459377,6241027.78705670,-7008.52124097,417.89061258,-2973.44621199,-2676648.24329982,-946351.10858239,6241027.78705670,-7016.95749991,237.29726850,-2973.44621199
182640.00000000,-3114318.57982675,-850112.70412398,6048866.19553796,-6792.72848346,481.99373566,-3429.56363311,-3091397.45354397,-930018.07003358,6048866.19553796,-6802.88680639,306.93535261,-3429.56363311
182700.00000000,-3514650.15129244,-819322.91283741,5829785.44685897,-6546.70617223,543.95185096,-3870.41853074,-3492389.07497617,-909546.18929851,5829785.44685897,-6558.54135176,375.20748800,-3870.41853074
182760.00000000,-3899340.54030715,-784886.90397177,5584760.51201659,-6271.54917582,603.48922741,-4294.04897648,-3877838.58201288,-885026.57200873,5584760.51201659,-6285.00854205,441.80984446,-4294.04897648
182820.00000000,-4266677.76635982,-746957.92745930,5314881.82093878,-5968.48202031,660.34090693,-4698.56969563,-4246030.61585418,-856568.33736280,5314881.82093878,-5983.50567528,506.44602276,-4698.56969563
