t,x_1,y_1,z_1,v_x_1,v_y_1,v_z_1,x_2,y_2,z_2,v_x_2,v_y_2,v_z_2
33060.00000000,4072318.38715346,767684.13635896,-5462356.46020320,6134.09242569,-630.26048939,4484.53640340,4051202.01645878,872283.32633706,-5462356.46020320,6148.28666744,-472.11145543,4484.53640340
33120.00000000,4431029.42626478,728188.35428005,-5181329.36823703,5818.50588922,-685.77711986,4879.55775494,4410811.06519437,842036.69925508,-5181329.36823703,5834.23419556,-535.73537523,4879.55775494
33180.00000000,4770021.13721589,685451.92905951,-4877243.90217992,5477.02536379,-738.24184912,5252.86370101,4750790.76316742,808042.77185116,-4877243.90217992,5494.21773934,-596.97512181,5252.86370101
33240.00000000,5087784.91147613,639665.04981873,-4551453.32794759,5111.17053386,-787.42119435,5602.79292508,5069628.10502694,770452.82667060,-4551453.32794759,5129.75046771,-655.55816107,5602.79292508
33300.00000000,5382906.61080826,591031.48105807,-4205407.50529649,4722.56955640,-833.09629364,5927.78814359,5365904.17485769,729434.14954999,-4205407.50529649,4742.45436261,-711.22378199,5927.78814359
33360.00000000,5654072.86058154,539767.65584754,-3840646.43553987,4312.95181514,-875.06387992,6226.40303635,5638300.46075530,685169.28514817,-3840646.43553987,4334.05300073,-763.72425689,6226.40303635
33420.00000000,5900076.89465867,486101.71263867,-3458793.40810833,3884.14022433,-913.13718563,6497.30868305,5885604.72257548,637855.22457105,-3458793.40810833,3906.36388308,-812.82594387,6497.30868305
33480.00000000,6119823.92584459,430272.47998425,-3061547.77645513,3438.04311624,-947.14677385,6739.29947728,6106716.38674373,587702.52870582,-3061547.77645513,3461.29034661,-858.31032662,6739.29947728
33540.00000000,6312336.01799772,372528.41368400,-2650677.39545493,2976.64574856,-976.94129232,6951.29849192,6300651.44411762,534934.39116570,-2650677.39545493,3000.81309384,-899.97498683,6951.29849192
33600.00000000,6476756.43812116,313126.49108630,-2228010.75395186,2502.00146946,-1002.38814706,7132.36227166,6466546.82910446,479785.64501551,-2228010.75395186,2526.98137816,-937.63450502,7132.36227166
33660.00000000,6612353.46906548,252331.06746674,-1795428.83746972,2016.22257958,-1023.37409240,7281.68503174,6603664.26054603,422501.71769849,-1795428.83746972,2041.90388407,-971.12128576,7281.68503174
33720.00000000,6718523.66587613,190412.69957267,-1354856.75729682,1521.47093171,-1039.80573498,7398.60224382,6711393.52727762,363337.53881505,-1354856.75729682,1547.73934295,-1000.28630342,7398.60224382
33780.00000000,6794794.54129330,127646.94156955,-908255.18319894,1019.94830994,-1051.60994936,7482.59359342,6789255.20373944,302556.40561433,-908255.18319894,1046.68692611,-1024.99976548,7482.59359342
33840.00000000,6840826.66845324,64313.11874733,-457611.61788683,513.88663110,-1058.73420346,7533.28529538,6836902.78355530,240428.81124728,-457611.61788683,540.97645784,-1045.15169008,7533.28529538
33900.00000000,6856415.19143329,693.08444429,-4931.55206999,5.53801211,-1061.14679236,7550.45175736,6854124.22158354,177231.24099606,-4931.55206999,32.85849206,-1060.65239547,7550.45175736
33960.00000000,6841490.73691844,-62930.03427960,447770.46054166,-502.83525260,-1058.83697935,7534.01658378,6840842.87757757,113244.94183667,447770.46054166,-475.40570326,-1071.43289916,7534.01658378
34020.00000000,6796119.72293213,-126273.09663786,898479.76856873,-1008.97075890,-1051.81504374,7484.05291578,6797117.85725654,48754.67081076,898479.76856873,-981.55420938,-1077.44522487,7484.05291578
34080.00000000,6720504.06325728,-189054.20817367,1345190.58872829,-1510.61606132,-1040.11223513,7400.78310575,6723143.74926829,-15952.57222336,1345190.58872829,-1483.33452300,-1078.66261605,7400.78310575
34140.00000000,6614980.26886318,-250993.97526954,1785914.93213371,-2005.53869707,-1023.78063432,7284.57772779,6619249.75921504,-80588.82182088,1785914.93213371,-1978.51358047,-1075.07965498,7284.57772779
34200.00000000,6480017.95033695,-311816.74852752,2218691.45140501,-2491.53612111,-1002.89292151,7135.95392852,6485898.24459584,-144866.42847775,2218691.45140501,-2464.88769560,-1066.71228684,7135.95392852
34260.00000000,6316217.72798423,-371251.84948668,2641594.16921667,-2966.44550812,-977.54205292,6955.57312570,6323682.65718556,-208499.33875196,2641594.16921667,-2940.29236670,-1053.59774878,6955.57312570
34320.00000000,6124308.55889973,-429034.77521841,3052741.04943898,-3428.15337765,-947.84084704,6744.23806466,6133324.90200740,-271204.36828188,3052741.04943898,-3402.61190915,-1035.79440417,6744.23806466
34380.00000000,5905144.49290308,-484908.37543888,3450302.37272832,-3874.60499971,-913.92148260,6502.88924592,5915672.12465239,-332702.46203634,3450302.37272832,-3849.78887086,-1013.38148292,6502.88924592
34440.00000000,5659700.87177663,-538623.99690023,3832508.87929344,-4303.81353892,-875.93491032,6232.60073965,5671692.94124306,-392719.93618812,3832508.87929344,-4279.83318849,-986.45872883,6232.60073965
34500.00000000,5389069.98872008,-589942.58996747,4197659.64259943,-4713.86889649,-834.05018113,5934.57540578,5402473.12781907,-450989.69608395,4197659.64259943,-4690.83104377,-955.14595573,5934.57540578
34560.00000000,5094456.22733816,-638635.77245668,4544129.63896972,-5102.94621064,-788.45369388,5610.13954093,5109210.78832809,-507252.42489097,4544129.63896972,-5080.95338056,-919.58251428,5610.13954093
34620.00000000,4777170.70179475,-684486.84599999,4870376.97939860,-5469.31397781,-739.34836576,5260.73697603,4793211.02272621,-561257.73762956,4870376.97939860,-5448.46404467,-879.92667181,5260.73697603
34680.00000000,4438625.42198572,-727291.76041431,5174949.77139146,-5811.34175832,-686.95272931,4887.92265083,4455880.11891567,-612765.29545703,5174949.77139146,-5791.72751018,-836.35490798,4887.92265083
34740.00000000,4080327.00969739,-766860.02178208,5456492.58029509,-6127.50743227,-631.49995985,4493.35569402,4098719.29436775,-661545.87524308,5456492.58029509,-6109.21615806,-789.06112939,4493.35569402
34800.00000000,3703869.99371564,-803015.54020283,5713752.46136325,-6416.40397342,-573.23683782,4078.79203961,3723318.01528272,-707382.38967725,5713752.46136325,-6399.51707446,-738.25580667,4078.79203961
34860.00000000,3310929.71372395,-835597.41344282,5945584.53571359,-6676.74571085,-512.42265052,3646.07661256,3331346.92301768,-750070.85336860,5945584.53571359,-6661.33833859,-684.16503782,3646.07661256
34920.00000000,2903254.86457023,-864460.64299520,6150957.08536083,-6907.37405055,-449.32803818,3197.13511831,2924550.39926237,-789421.29063807,6150957.08536083,-6893.51477213,-627.02954198,3197.13511831
34980.00000000,2482659.71408243,-889476.77936427,6328956.14465236,-7107.26263148,-384.23378961,2733.96547288,2504738.80304950,-825258.58096374,6328956.14465236,-7095.01312459,-567.10358818,2733.96547288
35040.00000000,2051016.02906629,-910534.49370183,6478789.56767245,-7275.52189320,-317.42959251,2258.62891156,2073780.41414771,-857423.23831643,6478789.56767245,-7264.93667160,-504.65386379,2258.62891156
35100.00000000,1610244.74541598,-927540.07325190,6599790.55351464,-7411.40303464,-249.21274439,1773.24081584,1633593.11869060,-885772.12091748,6599790.55351464,-7402.52920555,-439.95828766,1773.24081584
35160.00000000,1162307.41940884,-940417.83839889,6691420.61373348,-7514.30134647,-179.88682940,1279.96129937,1186135.87404366,-910179.06825985,6691420.61373348,-7507.17840091,-373.30477332,1279.96129937
35220.00000000,709197.49822760,-949110.47946315,6753271.96876965,-7583.75890223,-109.76036739,780.98559485,733399.99089243,-930535.46255800,6753271.96876965,-7578.41853933,-304.98994766,780.98559485
35280.00000000,252931.44855958,-953579.31174520,6785069.36268378,-7619.46659626,-39.14544085,278.53428460,277400.27134973,-946750.71212754,6785069.36268378,-7615.93258213,-235.31783088,278.53428460
35340.00000000,-204460.21724780,-953804.44768354,6786671.28812285,-7621.26551927,31.64369392,-225.15658161,-179833.95748106,-958752.65454372,6786671.28812285,-7619.55358127,-164.59848353,-225.15658161
35400.00000000,-660941.97753844,-949784.88535987,6758070.61606776,-7589.14766554,102.29200534,-727.84543766,-636267.87458267,-966487.87778457,6758070.61606776,-7589.26542227,-93.14662659,-727.84543766
35460.00000000,-1114482.35999202,-941538.51295792,6699394.62755946,-7523.25596856,172.48508855,-1227.29517665,-1089870.22055047,-969921.95792943,6699394.62755946,-7525.20289597,-21.28024094,-1227.29517665
35520.00000000,-1563062.98224738,-929102.02915602,6610904.44726250,-7423.88366492,241.91056457,-1721.28310665,-1538622.33726821,-969039.61235505,6610904.44726250,-7427.65109865,50.68084777,-1721.28310665
35580.00000000,-2004687.53427230,-912530.77980762,6492993.88138676,-7291.47298936,310.25947048,-2207.61084233,-1980527.15150503,-963844.76774760,6492993.88138676,-7297.04416326,122.41639244,-2207.61084233
35640.00000000,-2437390.66250514,-891898.51163665,6346187.66513897,-7126.61320665,377.22763442,-2684.11408838,-2413618.06245358,-954360.54262777,6346187.66513897,-7133.96332742,193.60714970,-2684.11408838
35700.00000000,-2859246.71623115,-867297.04404391,6171139.12750337,-6930.03798922,442.51702920,-3148.67227123,-2835967.69365685,-940629.14446690,6171139.12750337,-6939.13434676,263.93630066,-3148.67227123
35760.00000000,-3268378.31727031,-838835.86048482,5968627.28374381,-6702.62215213,505.83709865,-3599.21797621,-3245696.47037615,-922711.68185182,5968627.28374381,-6713.42426508,333.09086079,-3599.21797621
35820.00000000,-3662964.71483864,-806641.62123727,5739553.36856656,-6445.37775985,566.90605063,-4033.74614811,-3640980.98422761,-900687.89253445,5739553.36856656,-6457.83755578,400.76307283,-4033.74614811
35880.00000000,-4041249.88840178,-770857.59972769,5484936.82537216,-6159.44962234,625.45211112,-4450.32301427,-4020062.10786292,-874655.78857634,5484936.82537216,-6173.51165165,466.65177639,-4450.32301427
35940.00000000,-4401550.36246042,-731643.04492403,5205910.76944543,-5846.11020030,681.21473367,-4847.09469037,-4381252.82358090,-844731.22016742,5205910.76944543,-5861.71188299,530.46374820,-4847.09469037
36000.00000000,-4742262.69849028,-689172.47263299,4903716.94527342,-5506.75394234,733.94575890,-5222.29543077,-4722945.73103132,-811047.36006007,4903716.94527342,-5523.82584655,591.91500701,-5222.29543077
36060.00000000,-5061870.63069481,-643634.88885557,4579700.20043302,-5142.89107935,783.41051893,-5574.25548657,-5043620.20059880,-773754.11091284,4579700.20043302,-5161.35723028,650.73207744,-5574.25548657
36120.00000000,-5358951.81381490,-595232.94865715,4235302.50064053,-4756.14090346,829.38888163,-5901.40853646,-5341849.14063276,-733017.43818147,4235302.50064053,-4775.91912156,706.65320696,-5901.40853646
36180.00000000,-5632184.15296541,-544182.05429544,3872056.51259859,-4348.22456184,871.67623037,-6202.29865728,-5616305.34840673,-689018.63152586,3872056.51259859,-4369.22682845,759.42953081,-6202.29865728
36240.00000000,-5880351.68732970,-490709.39661977,3491578.78319777,-3920.95739700,910.08437452,-6475.58680329,-5865767.41654423,-641953.49802009,3491578.78319777,-3943.09024615,808.82617948,-6475.58680329
36300.00000000,-6102350.00152748,-435052.94400791,3095562.54542800,-3476.24086811,944.44238705,-6720.05676533,-6089125.16862527,-592031.49075583,3095562.54542800,-3499.40580237,854.62332400,-6720.05676533
36360.00000000,-6297191.14057415,-377460.38333972,2685770.18301500,-3016.05408889,974.59736511,-6934.62058325,-6285384.59978406,-539474.77671705,2685770.18301500,-3040.14801779,896.61715417,-6934.62058325
36420.00000000,-6464008.00655851,-318188.01772092,2264025.38731686,-2542.44502004,1000.41511058,-7118.32338767,-6453672.30031027,-484517.24807451,2264025.38731686,-2567.36071881,934.62078563,-7118.32338767
36480.00000000,-6602058.21747255,-257499.62586204,1832205.04138405,-2057.52135521,1021.78072722,-7270.34764940,-6593239.34256817,-427403.48129971,1832205.04138405,-2083.14794198,968.46509152,-7270.34764940
36540.00000000,-6710727.41102032,-195665.28818900,1392230.86730161,-1563.44114123,1038.59913202,-7390.01681769,-6703464.61393541,-368387.64873076,1392230.86730161,-1589.66457047,997.99945516,-7390.01681769
36600.00000000,-6789531.97870318,-132960.18490910,946060.87398479,-1062.40317409,1050.79547835,-7476.79833105,-6783857.58092904,-307732.38743393,946060.87398479,-1089.10674417,1023.09244032,-7476.79833105
36660.00000000,-6838121.21801358,-69663.37138170,495680.64348852,-556.63721380,1058.31548902,-7530.30598732,-6834060.47221749,-245707.63039478,495680.64348852,-583.70208631,1043.63237614,-7530.30598732
36720.00000000,-6856278.89316006,-6056.53624332,43094.49460826,-48.39406122,1061.12569789,-7550.30166238,-6853849.87080381,-182589.40524041,43094.49460826,-75.69978987,1059.52785414,-7550.30166238
36780.00000000,-6843924.19737734,57577.25218609,-409683.43690297,460.06445854,1059.21359872,-7536.69636984,-6843137.70829411,-118658.60583881,-409683.43690297,432.63939195,1070.70813495,-7536.69636984
36840.00000000,-6801112.11253915,120954.80563685,-860638.16180533,966.47556198,1052.58770089,-7489.55065707,-6801971.65682673,-54199.74224207,-860638.16180533,939.05320669,1077.12346319,-7489.55065707
36900.00000000,-6728033.16447344,183794.07615707,-1307762.80464159,1468.58557712,1041.27749152,-7409.07433578,-6730534.91691783,10500.32546339,-1307762.80464159,1441.28797035,1078.74528884,-7409.07433578
36960.00000000,-6625012.57506886,245815.41130538,-1749067.53489775,1964.15997308,1025.33330423,-7295.62554824,-6629145.40216749,75153.66376497,-1749067.53489775,1937.10859686,1075.56639432,-7295.62554824
37020.00000000,-6492508.81494568,306742.79868309,-2182588.42230908,2450.99330430,1004.82609512,-7149.70917350,-6498254.32445470,139472.54710911,-2182588.42230908,2424.30854487,1067.60092660,-7149.70917350
37080.00000000,-6331111.56313267,366305.09426697,-2606396.17690229,2926.91902543,979.84712707,-6971.97458049,-6338444.18591755,203170.73836091,-2606396.17690229,2900.71963747,1054.88433425,-6971.97458049
37140.00000000,-6141539.08282928,424237.22907651,-3018604.73487918,3389.81913306,950.50756349,-6763.21273817,-6150426.18665470,265964.76264001,-3018604.73487918,3364.22171122,1037.47320970,-6763.21273817
37200.00000000,-5924635.02493234,480281.38880550,-3417379.65213129,3837.63359139,916.93797372,-6524.35269551,-5935037.05968480,327575.16886356,-3417379.65213129,3812.75205141,1015.44503734,-6524.35269551
37260.00000000,-5681364.67355201,534188.16116826,-3800946.26803272,4268.36950006,879.28775187,-6256.45744692,-5693235.34724897,387727.77338224,-3800946.26803272,4244.31457180,988.89784875,-6256.45744692
37320.00000000,-5412810.65022589,585717.64585449,-4167597.60317918,4680.10996302,837.72445203,-5960.71920168,-5426097.13502813,446154.88017463,-4167597.60317918,4656.98869767,957.94978638,-5960.71920168
37380.00000000,-5120168.09594837,634640.52215320,-4515701.95592696,5071.02261933,792.43304258,-5638.45407821,-5134811.26325874,502596.47216986,-4515701.95592696,5048.93791303,922.73857783,-5638.45407821
37440.00000000,-4804739.35245689,680739.06949440,-4843710.16392445,5439.36779762,743.61508305,-5291.09624703,-4820674.03605921,556801.36839680,-4843710.16392445,5418.41793354,883.42092288,-5291.09624703
37500.00000000,-4467928.16644446,723808.13636696,-5150162.49832082,5783.50625818,691.48782709,-4920.19154824,-4485083.45251153,608528.34181005,-5150162.49832082,5763.78446911,840.17179617,-4920.19154824
37560.00000000,-4111233.44249200,763656.05330053,-5433695.15997004,6101.90648800,636.28325566,-4527.39061217,-4129532.98517206,657547.19281819,-5433695.15997004,6083.50054144,793.18366847,-4527.39061217
37620.00000000,-3736242.57252088,800105.48584866,-5693046.34872108,6393.15151642,578.24704465,-4114.44151353,-3755604.93369820,703639.77373677,-5693046.34872108,6376.14332403,742.66565019,-4114.44151353
37680.00000000,-3344624.37145217,832994.22377699,-5927061.87878373,6655.94522110,517.63747152,-3683.18199206,-3364963.38316953,746600.95960690,-5927061.87878373,6640.41047411,688.84256073,-3683.18199206
37740.00000000,-2938121.65051034,862175.90294446,-6134700.31518030,6889.11809608,454.72426595,-3235.53127401,-2959346.79844073,786239.56105907,-6134700.31518030,6875.12592849,631.95392799,-3235.53127401
37800.00000000,-2518543.46122300,887520.65666494,-6315037.60842427,7091.63245643,389.78740941,-2773.48153107,-2540560.28748382,822379.17515963,-6315037.60842427,7079.24513733,572.25292238,-2773.48153107
37860.00000000,-2087757.04463229,908915.69365051,-6467271.20680068,7262.58705625,323.11588918,-2299.08901466,-2110467.56814955,854858.97045353,-6467271.20680068,7251.85971270,510.00523020,-2299.08901466
37920.00000000,-1647679.52154651,926265.79996447,-6590723.62794720,7401.22109945,255.00641229,-1814.46490501,-1670982.67409817,883534.40270953,-6590723.62794720,7392.20147114,445.48787119,-1814.46490501
37980.00000000,-1200269.36081321,939493.76275015,-6684845.47384123,7506.91762552,185.76208509,-1321.76591581,-1224061.43681122,908277.85818275,-6684845.47384123,7499.64585233,378.98796576,-1321.76591581
38040.00000000,-747517.66358136,948540.71384984,-6749217.87577584,7579.20625516,115.69106432,-823.18469624,-771692.78159070,928979.22153173,-6749217.87577584,7573.71469854,310.80145721,-823.18469624
38100.00000000,-291439.30234087,953366.39178467,-6783554.35844333,7617.76528363,45.10518576,-320.94007307,-315889.87628178,945546.36586269,-6783554.35844333,7614.07838254,241.23179469,-320.94007307
38160.00000000,165936.04582726,953949.32092955,-6787702.11483108,7622.42311240,-25.68142358,182.73282376,141318.82789099,957905.56272017,-6787702.11483108,7620.55727459,170.58858279,182.73282376
38220.00000000,622572.93188500,950286.90708569,-6761642.68625566,7593.15901281,-96.35374335,685.59250810,597898.62350227,966001.81019938,-6761642.68625566,7593.12254179,99.18620367,685.59250810
38280.00000000,1076439.19315864,942395.44902557,-6705492.04450925,7530.10321835,-166.59726185,1185.40111279,1051817.60194688,969799.07772015,-6705492.04450925,7531.89627642,27.34241803,1185.40111279
38340.00000000,1525514.99703453,930310.06595880,-6619500.07575251,7433.53634504,-236.09937564,1679.93434888,1501055.69600494,969280.46637321,-6619500.07575251,7437.15095260,-44.62304906,1679.93434888
38400.00000000,1967801.82978300,914084.54124171,-6504049.46845076,7303.88814267,-304.55078075,2166.99140425,1943613.66970978,964448.28412501,-6504049.46845076,7309.30821369,-116.38993103,2166.99140425
38460.00000000,2401331.39050663,893791.08302635,-6359654.01030269,7141.73558222,-371.64684916,2644.40473793,2377522.01551042,955324.03554669,-6359654.01030269,7148.93699585,-187.63884504,2644.40473793
38520.00000000,2824174.35063352,869520.00291382,-6186956.30174042,6947.80028822,-437.08898449,3110.04972620,2800849.71913473,941948.32611264,-6186956.30174042,6956.75099615,-258.05271338,3110.04972620
38580.00000000,3234448.93997235,841379.31404227,-5986724.89617675,6722.94532733,-500.58595080,3561.85411780,3211712.85314640,924380.68149475,-5986724.89617675,6733.60549639,-327.31817450,3561.85411780
38640.00000000,3630329.32111959,809494.25039800,-5759850.87972605,6468.17136740,-561.85516874,3997.80725600,3608282.96095244,902699.28265638,-5759850.87972605,6480.49355684,-395.12697762,3997.80725600
38700.00000000,4010053.71494962,774006.70948901,-5507343.90562036,6184.61222428,-620.62397302,4415.96902664,3988795.19394946,877000.61792507,-5507343.90562036,6198.54159688,-461.17735448,4415.96902664
38760.00000000,4371932.24102787,735074.62086112,-5230327.70096826,5873.52981595,-676.63082594,4814.47849214,4351556.16559684,847399.05359235,-5230327.70096826,5889.00438210,-525.17536229,4814.47849214
38820.00000000,4714354.43805438,692871.24326703,-4930035.06585294,5536.30854671,-729.62648123,5191.56217321,4694951.48746346,814026.32495153,-4930035.06585294,5553.25944022,-586.83619192,5191.56217321
38880.00000000,5035796.43086998,647584.39361613,-4607802.38702475,5174.44914612,-779.37509331,5545.54194132,5017452.95371069,777030.95003856,-4607802.38702475,5192.80093074,-645.88543532,5545.54194132
38940.00000000,5334827.71212949,599415.61113637,-4265063.69060419,4789.56199036,-825.65526685,5874.84248687,5317625.34203839,736577.56868501,-4265063.69060419,4809.23299549,-702.06030673,5874.84248687
39000.00000000,5610117.50846217,548579.26046800,-3903344.26026191,4383.35993562,-868.26104205,6177.99832976,5594132.80082815,692846.20982440,-3903344.26026191,4404.26261974,-755.11081217,6177.99832976
39060.00000000,5860440.70278786,495301.57768050,-3524253.84927696,3957.65069536,-907.00281123,6453.66034113,5845744.79405915,646031.49031285,-3524253.84927696,3979.69203566,-804.80086195,6453.66034113
39120.00000000,6084683.28643267,439819.66345850,-3129479.51668184,3514.32879554,-941.70816260,6700.60174746,6071341.57753960,596341.74882924,-3129479.51668184,3537.41070184,-850.90932137,6700.60174746
39180.00000000,6281847.31678122,382380.42793693,-2720778.11937475,3055.36714340,-972.22264758,6917.72358998,6269919.18208370,543998.11870948,-2720778.11937475,3079.38689472,-893.23099479,6917.72358998
39240.00000000,6451055.35840217,323239.49188143,-2299968.49361199,2582.80824746,-998.41046812,7104.05961538,6440593.88145705,489233.54384091,-2299968.49361199,2607.65894915,-931.57753887,7104.05961538
39300.00000000,6591554.38788294,262660.04910399,-1868923.36067451,2098.75512783,-1020.15508106,7258.78057588,6582606.12520724,432291.74199639,-1868923.36067451,2124.32618727,-965.77830069,7258.78057588
39360.00000000,6702719.14499567,200911.69517644,-1429560.99273130,1605.36195714,-1037.35971674,7381.19791968,6695323.91887698,373426.12022172,-1429560.99273130,1631.53957592,-995.68107723,7381.19791968
39420.00000000,6784054.91528138,138269.22765421,-983836.67598819,1104.82447388,-1049.94780969,7470.76685513,6778245.63655750,312898.64710283,-983836.67598819,1131.49215422,-1021.15279272,7470.76685513
39480.00000000,6835199.73166851,75011.42314992,-533734.00911391,599.37021073,-1057.86333935,7527.08877525,6831002.25326490,250978.68693195,-533734.00911391,626.40927396,-1042.08009086,7527.08877525
39540.00000000,6855925.98532827,11419.79669896,-81256.07566753,91.24858144,-1061.07107940,7549.91303166,6853358.98720531,187941.80096059,-81256.07566753,118.53869610,-1058.36983927,7549.91303166
39600.00000000,6846141.43859802,-52222.65106168,371583.47018693,-417.27912973,-1059.55675448,7539.13804999,6845216.34461989,124068.52107449,371583.47018693,-389.85941232,-1069.94954400,7539.13804999
39660.00000000,6805889.63546477,-115632.69332585,822769.36500849,-923.94983131,-1053.32710377,7494.81178193,6806610.56256006,59643.10134772,822769.36500849,-896.52253661,-1076.76767209,7494.81178193
39720.00000000,6735349.70778225,-178528.13755728,1270293.70456869,-1426.50869608,-1042.40985096,7417.13149185,6737713.44762247,-5047.74696794,1270293.70456869,-1399.19588327,-1078.79388097,7417.13149185
39780.00000000,6634835.57808371,-240629.08132580,1712164.87959073,-1922.71919563,-1026.85358091,7306.44287892,6638831.61136124,-69716.13138879,1712164.87959073,-1895.64241442,-1076.01915342,7306.44287892
39840.00000000,6504794.56253827,-301659.15795193,2146416.43897109,-2410.37305357,-1006.72752339,7163.23853861,6510405.10578025,-134074.25940179,2146416.43897109,-2383.65280325,-1068.45583777,7163.23853861
39900.00000000,6345805.38026811,-361346.76641638,2571115.84104057,-2887.30007296,-982.12124502,6988.15577056,6353005.46497790,-197835.71922221,2571115.84104057,-2861.05526618,-1056.13759290,6988.15577056
39960.00000000,6158575.57788540,-419426.28006107,2984373.05391880,-3351.37779434,-953.14425068,6781.97374234,6167333.16165942,-260716.75440677,2984373.05391880,-3325.72522786,-1039.11923847,6781.97374234
40020.00000000,5943938.38071082,-475639.22870249,3384348.96668785,-3800.54094120,-919.92549613,6545.61002204,5954214.48983625,-322437.52664959,3384348.96668785,-3775.59477617,-1017.47651094,6545.61002204
40080.00000000,5702848.98468628,-529735.44889676,3769263.57395364,-4232.79061113,-882.61281420,6280.11649473,5714597.88758507,-382723.36114149,3769263.57395364,-4208.66186501,-991.30572655,6280.11649473
40140.00000000,5436380.30548419,-581474.19723743,4137403.89737087,-4646.20317143,-841.37225681,5986.67468133,5449549.71623145,-441305.96895017,4137403.89737087,-4622.99922392,-960.72335265,5986.67468133
40200.00000000,5145718.20373057,-630625.22173134,4487131.60887901,-5038.93881983,-796.38735605,5666.59048052,5160249.51474164,-497924.64098149,4487131.60887901,-5016.76293504,-925.86548941,5666.59048052
40260.00000000,4832156.20759166,-676969.78648483,4816890.32172304,-5409.24977217,-747.85830740,5321.28835708,4847984.75044237,-552327.40820829,4816890.32172304,-5388.20063902,-886.88726414,5321.28835708
40320.00000000,4497089.75620939,-720301.64514001,5125212.51681276,-5755.48804046,-696.00107877,4952.30500265,4514145.08942877,-604272.16300354,5125212.51681276,-5735.65933352,-843.96214091,4952.30500265
40380.00000000,4142009.98960449,-760427.95872914,5410726.07359573,-6076.11276696,-641.04644945,4561.28249703,4160216.21215909,-653527.73658736,5410726.07359573,-6057.59272956,-797.28114860,4561.28249703
40440.00000000,3768497.11268348,-797170.15386229,5672160.37638010,-6369.69708138,-583.23898298,4149.96100041,3787773.20175839,-699874.92779322,5672160.37638010,-6352.56813290,-747.05203077,4149.96100041
40500.00000000,3378213.36288236,-830364.71742920,5908351.96893185,-6634.93445090,-522.83593888,3720.17100925,3398473.53445550,-743107.47857478,5908351.96893185,-6619.27281998,-693.49832113,3720.17100925
40560.00000000,2972895.61274190,-859863.92427863,6118249.73218265,-6870.64449456,-460.10612768,3273.82520996,2994049.70334709,-783032.99191229,6118249.73218265,-6856.51987987,-636.85834875,3273.82520996
40620.00000000,2554347.64033614,-885536.49463689,6300919.56200557,-7075.77823633,-395.32871471,2812.90996700,2576301.50831588,-819473.78803346,6300919.56200557,-7063.25349637,-577.38417746,2812.90996700
40680.00000000,2124432.10195196,-907268.17833975,6455548.52624137,-7249.42277330,-328.79197768,2339.47648293,2147088.04641433,-852267.69513846,6455548.52624137,-7238.55364670,-515.34048407,2339.47648293
40740.00000000,1685062.24274466,-924962.26327787,6581448.48247536,-7390.80533842,-260.79202380,1855.63167002,1708319.43835979,-881268.77111009,6581448.48247536,-7381.64019584,-451.00338047,1855.63167002
40800.00000000,1238193.38225830,-938540.00579287,6678059.14046492,-7499.29673947,-191.63147202,1363.52877386,1261948.32795943,-906347.95299727,6678059.14046492,-7491.87636838,-384.65918488,1363.52877386
40860.00000000,785814.21270343,-947940.98110880,6744950.55558873,-7574.41415918,-121.61810624,865.35779086,809961.19229582,-927393.63138150,6744950.55558873,-7568.77158233,-316.60314765,865.35779086
40920.00000000,329937.94871681,-953123.35223938,6781825.04222142,-7615.82330390,-51.06350566,363.33572212,354369.50134456,-944312.14707018,6781825.04222142,-7611.98363234,-247.13813729,363.33572212
40980.00000000,-127406.63201009,-954064.05617438,6788518.49851828,-7623.33989127,19.71834189,-140.30329286,-102799.23363298,-957028.20790640,6788518.49851828,-7621.32021261,-176.57329266,-140.30329286
41040.00000000,-584184.21736302,-950758.90651652,6765001.13671479,-7596.93047036,90.41243727,-643.31791869,-559510.48308564,-965485.22384023,6765001.13671479,-7596.73977275,-105.22264718,-643.31791869
41100.00000000,-1038362.01851689,-943222.61211208,6711377.61569046,-7536.71257053,160.70417186,-1143.46959870,-1013731.75340175,-969645.55877033,6711377.61569046,-7538.35170262,-33.40373130,-1143.46959870
41160.00000000,-1487918.81641789,-931488.71159242,6627886.57520740,-7442.95417838,230.28072765,-1638.53251715,-1463441.63207751,-969490.69803524,6627886.57520740,-7446.41584558,38.56384058,-1638.53251715
41220.00000000,-1930853.95677746,-915609.42411762,6514899.57389619,-7316.07254516,298.83246938,-2126.30350469,-1906638.78357180,-965021.33080883,6514899.57389619,-7321.34134206,110.35979252,-2126.30350469
41280.00000000,-2365196.25354684,-895655.41698654,6372919.43571544,-7156.63232983,366.05432251,-2604.61184314,-2341350.85581257,-956257.34703326,6372919.43571544,-7163.68480881,181.66461232,-2604.61184314
41340.00000000,-2789012.76125004,-871715.49114741,6202578.01224354,-6965.34308624,431.64713087,-3071.32892576,-2765643.25771891,-943237.74890314,6202578.01224354,-6974.14786178,252.16097346,-3071.32892576
41400.00000000,-3200417.37713501,-843896.18600864,6004633.37076139,-6743.05610536,495.31898800,-3524.37773017,-3177627.76867561,-926020.47729483,6004633.37076139,-6753.57399374,321.53514730,-3524.37773017
41460.00000000,-3597579.23486192,-812321.30530848,5779966.42063959,-6490.76062683,556.78653622,-3961.74206166,-3575470.94164654,-904682.15391316,5779966.42063959,-6502.94482048,389.47839922,-3961.74206166
